Game_Start,Game_End,Latitude,Longitude,Team,Sport,h3_res_4,h3_res_6,h3_res_7,h3_res_8,census_tract
2018-06-19 19:00:00,2018-06-19 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-06-20 13:00:00,2018-06-20 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-06-29 16:00:00,2018-06-29 19:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-06-30 13:00:00,2018-06-30 17:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-01 13:00:00,2018-07-01 17:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-03 13:00:00,2018-07-03 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-04 13:00:00,2018-07-04 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-06 13:00:00,2018-07-06 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-07 13:00:00,2018-07-07 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-08 13:00:00,2018-07-08 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-19 18:00:00,2018-07-19 21:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-20 13:00:00,2018-07-20 17:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-21 12:00:00,2018-07-21 15:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-21 18:00:00,2018-07-21 21:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-22 13:00:00,2018-07-22 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-23 19:00:00,2018-07-23 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-24 19:00:00,2018-07-24 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-25 13:00:00,2018-07-25 15:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-07-26 13:00:00,2018-07-26 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-02 19:00:00,2018-08-02 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-03 13:00:00,2018-08-03 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-04 13:00:00,2018-08-04 15:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-05 13:00:00,2018-08-05 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-10 13:00:00,2018-08-10 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-11 15:00:00,2018-08-11 18:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-12 19:00:00,2018-08-12 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-14 13:00:00,2018-08-14 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-15 13:00:00,2018-08-15 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-23 19:00:00,2018-08-23 21:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-24 13:00:00,2018-08-24 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-25 13:00:00,2018-08-25 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-26 13:00:00,2018-08-26 15:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-27 19:00:00,2018-08-27 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-28 19:00:00,2018-08-28 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-29 12:00:00,2018-08-29 15:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-08-29 13:00:00,2018-08-29 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-10 19:00:00,2018-09-10 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-11 19:00:00,2018-09-11 21:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-12 19:00:00,2018-09-12 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-14 19:00:00,2018-09-14 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-15 15:00:00,2018-09-15 17:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-16 13:00:00,2018-09-16 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-24 19:00:00,2018-09-24 21:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-25 19:00:00,2018-09-25 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-26 19:00:00,2018-09-26 22:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-27 19:00:00,2018-09-27 21:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-28 13:00:00,2018-09-28 16:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-29 12:00:00,2018-09-29 14:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-09-30 14:00:00,2018-09-30 18:00:00,41.948463,-87.6558,Chicago Cubs,Baseball,842664dffffffff,862664c17ffffff,872664c16ffffff,882664c161fffff,17031061100
2018-01-05 19:00:00,2018-01-05 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-07 14:00:00,2018-01-07 16:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-10 19:00:00,2018-01-10 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-12 19:00:00,2018-01-12 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-14 11:00:00,2018-01-14 13:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-20 19:00:00,2018-01-20 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-22 19:00:00,2018-01-22 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-24 19:00:00,2018-01-24 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-06 19:00:00,2018-02-06 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-08 19:00:00,2018-02-08 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-15 19:00:00,2018-02-15 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-17 19:00:00,2018-02-17 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-19 19:00:00,2018-02-19 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-21 19:00:00,2018-02-21 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-23 19:00:00,2018-02-23 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-06 19:00:00,2018-03-06 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-08 19:00:00,2018-03-08 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-11 11:00:00,2018-03-11 13:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-18 18:00:00,2018-03-18 20:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-20 19:00:00,2018-03-20 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-22 19:00:00,2018-03-22 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-26 19:00:00,2018-03-26 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-29 19:00:00,2018-03-29 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-04-06 19:00:00,2018-04-06 21:00:00,41.880692,-87.67437,Chicago Blackhawks,Hockey,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-03 12:00:00,2018-03-03 14:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-03-10 17:00:00,2018-03-10 19:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-03-31 17:00:00,2018-03-31 19:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-04-07 19:00:00,2018-04-07 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-04-14 14:00:00,2018-04-14 16:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-05-05 17:00:00,2018-05-05 19:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-05-09 19:00:00,2018-05-09 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-05-20 15:00:00,2018-05-20 17:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-06-02 19:00:00,2018-06-02 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-06-09 19:00:00,2018-06-09 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-06-30 19:00:00,2018-06-30 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-07-11 19:00:00,2018-07-11 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-07-21 18:00:00,2018-07-21 20:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-08-11 19:00:00,2018-08-11 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-08-23 18:00:00,2018-08-23 20:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-09-16 16:00:00,2018-09-16 18:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-09-29 04:00:00,2018-09-29 06:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-07-18 19:00:00,2018-07-18 21:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-10-28 15:00:00,2018-10-28 17:00:00,41.862366,-87.617256,Chicago Fire FC,Soccer,842664dffffffff,862664c1fffffff,872664c1bffffff,882664c1b1fffff,17031330100
2018-01-03 20:00:00,2018-01-03 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-06 19:00:00,2018-01-06 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-08 20:00:00,2018-01-08 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-15 15:00:00,2018-01-15 18:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-20 17:00:00,2018-01-20 19:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-01-26 20:00:00,2018-01-26 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-09 21:00:00,2018-02-10 00:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-10 20:00:00,2018-02-10 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-14 20:00:00,2018-02-14 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-22 20:00:00,2018-02-22 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-02-27 19:00:00,2018-02-27 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-02 20:00:00,2018-03-02 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-05 20:00:00,2018-03-05 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-09 19:00:00,2018-03-09 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-11 15:00:00,2018-03-11 18:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-19 19:00:00,2018-03-19 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-21 20:00:00,2018-03-21 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-24 19:00:00,2018-03-24 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-03-27 20:00:00,2018-03-27 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-04-01 15:00:00,2018-04-01 18:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-04-06 19:00:00,2018-04-06 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-04-07 20:00:00,2018-04-07 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-04-09 19:00:00,2018-04-09 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-10-22 20:00:00,2018-10-22 23:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-10-24 20:00:00,2018-10-24 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-02 20:00:00,2018-11-02 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-03 20:00:00,2018-11-03 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-05 19:00:00,2018-11-05 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-07 20:00:00,2018-11-07 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-16 21:00:00,2018-11-17 00:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-17 20:00:00,2018-11-17 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-21 20:00:00,2018-11-21 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-26 20:00:00,2018-11-26 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-11-30 19:00:00,2018-11-30 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-12-04 19:00:00,2018-12-04 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-12-07 20:00:00,2018-12-07 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-12-17 20:00:00,2018-12-17 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-12-19 20:00:00,2018-12-19 22:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-12-23 18:00:00,2018-12-23 20:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
2018-12-28 19:00:00,2018-12-28 21:00:00,41.880692,-87.67437,Chicago Bulls,Basketball,842664dffffffff,862664cafffffff,872664ca8ffffff,882664ca9dfffff,17031838100
